query_name,covered_subplans,all_subplans
29c,an cc ci k mk rt,13246
29c,cc cct2 ci k mk pi rt,13246
29c,cc cct2 t,13246
29c,an ci mc n,13246
29c,cc cct1 cct2 chn ci it1 it2 mc mi n pi rt t,13246
29c,an cc cct1 cct2 ci n,13246
29c,ci it2 n pi,13246
29c,ci mc n pi,13246
29c,cn mc t,13246
29c,cc cct1 cct2 ci it1 mi mk rt t,13246
29c,an cc cct1 cct2 ci mi n pi rt,13246
29c,mi mk t,13246
29c,an cc cct2 ci n pi rt,13246
29c,cc cct2 ci pi rt,13246
29c,an cc cct1 cct2 chn ci cn mc n rt t,13246
29c,cn mc mi,13246
29c,cc mk t,13246
29c,cc cct1 cct2 chn ci mk rt t,13246
29c,cc cct1 cct2 chn ci mc n rt t,13246
29c,cc cct2 k mi mk t,13246
29c,an cc cct1 cct2 ci it1 it2 mi n pi t,13246
29c,an cc cct1 cct2 chn ci cn it1 mc mi n pi rt t,13246
29c,an cc cct1 cct2 ci it1 mi n rt t,13246
29c,ci k mi mk,13246
29c,an cc cct1 cct2 chn ci it1 mi n pi rt,13246
29c,an cc ci n rt,13246
29c,cc cct1 cct2 chn ci it1 mi n rt t,13246
29c,an cc cct1 cct2 chn ci mi n pi rt t,13246
29c,cc cct2 mc,13246
29c,an ci n pi,13246
29c,ci mk rt,13246
29c,cc cct1 cct2 chn ci mc mi rt t,13246
29c,ci mc mk,13246
29c,an cc cct1 cct2 ci it1 mc mi n t,13246
29c,cc cct1 cct2 chn ci it1 mi n pi t,13246
29c,an cc cct1 cct2 ci mk,13246
29c,cc cct1,13246
29c,cc ci k mc mk,13246
29c,cc cct1 cct2 ci cn mc rt,13246
29c,an cc cct1 cct2 ci it2 mi n pi rt,13246
29c,chn ci rt,13246
29c,an cc ci mc n rt,13246
29c,cc cct1 cct2 ci pi t,13246
29c,cc cct1 cct2 ci mi mk rt,13246
29c,an cc cct1 cct2 chn ci mk n rt t,13246
29c,cc cct2 k mc mk t,13246
29c,an chn ci,13246
29c,cc cct2 it1 k mi mk,13246
29c,cc cct1 cct2 ci n t,13246
29c,cc cct1 cct2 ci cn mc mk rt,13246
29c,cc cct1 cct2 ci k mk rt,13246
29c,cc cct1 cct2 it1 mi t,13246
29c,cc cct1 cct2 ci it1 mi mk n pi t,13246
29c,cc cct1 cct2 ci it1 mi n rt t,13246
29c,cc cct1 cct2 ci it1 mi n pi rt t,13246
29c,cc cct1 cct2 chn ci mk rt,13246
29c,cc mk,13246
29c,cc ci t,13246
29c,cc cct1 cct2 chn ci mi n rt t,13246
29c,an cc cct1 cct2 chn ci cn it1 mc mi n rt t,13246
29c,an chn ci n rt,13246
29c,cc cct1 cct2 ci it1 mi mk n rt,13246
29c,cc cct2 it1 k mc mi mk,13246
29c,cc cct1 cct2 ci k mc mk rt,13246
29c,cc cct2 it1 k mi mk t,13246
29c,cc cct2 chn ci k mk rt,13246
29c,k mi mk,13246
29c,cc cct1 cct2 chn ci k mk pi rt t,13246
29c,an cc cct1 cct2 chn ci it1 k mc mi mk n rt t,13246
29c,an cc cct1 cct2 ci k mk rt t,13246
29c,mc mi,13246
29c,cc mc mk,13246
29c,ci n rt,13246
29c,an cc cct1 cct2 ci rt t,13246
29c,ci n pi rt,13246
29c,cc t,13246
29c,cc ci k mk n rt,13246
29c,cc cct1 cct2 ci it1 mi rt t,13246
29c,cc cct1 cct2 cn mc mi,13246
29c,cc cct1 cct2 chn ci k mk n rt t,13246
29c,an ci n pi rt,13246
29c,cc cct1 cct2 ci k mc mk t,13246
29c,cc cct1 cct2 chn ci mi rt,13246
29c,it2 pi,13246
29c,cc cct2 ci k mk rt,13246
29c,cc cct1 cct2 ci cn mc n,13246
29c,cc cct1 cct2 ci k mi mk t,13246
29c,cc cct1 cct2 chn ci it1 it2 mi n pi t,13246
29c,ci mc mi,13246
29c,an cc cct2 ci n rt,13246
29c,cc cct1 cct2 chn ci it1 mi mk n rt,13246
29c,cc cct1 cct2 k mc mk,13246
29c,an cc cct1 cct2 chn ci mi rt,13246
29c,cc cct1 cct2 ci it1 mi n pi t,13246
29c,ci mc,13246
29c,an cc cct1 cct2 ci mc mi n rt,13246
29c,ci pi,13246
29c,cc mi,13246
29c,ci mk n,13246
29c,cc chn ci n rt,13246
29c,cc cct2 ci mc n rt,13246
29c,cc cct1 cct2 chn ci cn it1 k mc mi mk n rt t,13246
29c,cc ci mk,13246
29c,an cc cct1 cct2 ci it1 mi rt t,13246
29c,an cc cct1 cct2 chn ci mi mk n rt t,13246
29c,cc cct1 cct2 chn ci mk,13246
29c,cc chn ci k mk rt,13246
29c,an cc cct1 cct2 chn ci mc mi mk n rt t,13246
29c,cc k mi mk t,13246
29c,cc cct1 cct2 ci cn mc n rt,13246
29c,k mc mi mk,13246
29c,cc ci,13246
29c,an cc cct1 cct2 ci it1 it2 mi n pi rt,13246
29c,an cc cct1 cct2 chn ci it1 it2 mi mk n pi rt t,13246
29c,an cc cct1 cct2 ci mi n rt,13246
29c,ci pi t,13246
29c,an cc cct1 cct2 chn ci cn it1 it2 mc mi n pi rt t,13246
29c,cc mc mi,13246
29c,cc cct1 cct2 chn ci it1 it2 mi mk n pi rt t,13246
29c,an cc cct2 ci,13246
29c,mi mk,13246
29c,cc mi mk,13246
29c,cc cct1 cct2 ci cn mc rt t,13246
29c,cc cct1 cct2 ci it1 mc mi n pi rt t,13246
29c,cc cct1 cct2 ci cn it1 mc mi n t,13246
29c,it1 k mi mk,13246
29c,cc cct1 cct2 mc mi,13246
29c,cc cct1 cct2 chn ci cn it1 k mc mi mk n pi rt t,13246
29c,an cc cct1 cct2 chn ci it1 mi mk n rt,13246
29c,an cc cct1 cct2 chn ci it1 it2 mi n pi rt t,13246
29c,ci mi,13246
29c,an ci k mk,13246
29c,an cc ci,13246
29c,cc cct1 cct2 ci it1 mi pi rt t,13246
29c,cc cct1 cct2 chn ci k mk rt,13246
29c,an cc cct1 cct2 chn ci cn mc mi mk n rt t,13246
29c,cc cct2 ci k mk t,13246
29c,cc cct1 cct2 chn ci it1 k mi mk n pi rt t,13246
29c,cc ci mk n rt,13246
29c,cc cct1 cct2 ci it1 mi t,13246
29c,n pi,13246
29c,cc cct2 mk,13246
29c,cc cct1 ci k mk rt,13246
29c,cc cct1 cct2 chn ci it1 k mi mk n rt t,13246
29c,cc cct1 cct2 chn ci it1 mc mi n t,13246
29c,ci mk n rt,13246
29c,cc cct1 cct2 it1 k mc mi mk,13246
29c,an cc cct1 cct2 ci it1 mi n pi rt t,13246
29c,it1 mc mi,13246
29c,cc cct1 cct2 chn ci it1 mi mk rt,13246
29c,cc cct1 cct2 chn ci it1 mc mi rt t,13246
29c,cc cct1 cct2 ci it1 mi mk n rt t,13246
29c,cc cct1 cct2 ci mi mk n rt,13246
29c,ci mi pi,13246
29c,cc cct1 cct2 chn ci mc rt t,13246
29c,cc ci pi,13246
29c,cc cct1 cct2 ci it1 mi pi,13246
29c,cc cct1 cct2 ci cn it1 mc mi n rt t,13246
29c,an cc cct1 cct2 ci t,13246
29c,ci rt,13246
29c,an cc cct1 cct2 ci it1 mi n pi t,13246
29c,cc cct1 cct2 k mi mk t,13246
29c,cc cct1 cct2 chn ci pi rt t,13246
29c,k mc mk,13246
29c,cc cct1 cct2 chn ci it1 it2 mi n pi rt t,13246
29c,cc cct1 cct2 ci mi n rt t,13246
29c,an cc cct1 cct2 ci pi,13246
29c,it1 mi,13246
29c,cc cct1 cct2 chn ci it1 mc mi rt,13246
29c,an cc cct2 ci mc n rt,13246
29c,an cc cct1 cct2 ci it1 mi n pi rt,13246
29c,cc cct1 cct2 ci k mi mk rt,13246
29c,cc chn ci,13246
29c,cc ci n rt t,13246
29c,cc cct1 cct2 chn ci n pi rt t,13246
29c,cc cct2 chn ci n rt,13246
29c,cc cct1 cct2 ci it1 mc mi n t,13246
29c,ci pi rt,13246
29c,cc cct2 mc mk,13246
29c,an cc ci mi n rt,13246
29c,cc cct1 cct2 chn ci it1 mc mi n rt t,13246
29c,cc ci mi,13246
29c,cc cct1 cct2 ci it1 mc mi n rt t,13246
29c,cc cct1 cct2 ci cn mc mi rt t,13246
29c,cc cct1 t,13246
29c,cc cct1 cct2 ci cn it1 k mc mi mk rt t,13246
29c,cc cct2 ci k mk n rt,13246
29c,an cc cct1 cct2 chn ci n rt,13246
29c,an ci mk,13246
29c,cc cct2 ci,13246
29c,cc cct1 cct2 ci it1 mi n rt,13246
29c,chn ci n rt,13246
29c,an ci t,13246
29c,it1 mi mk,13246
29c,an cc cct1 cct2 ci cn mc,13246
29c,cc cct1 cct2 ci cn mc mk rt t,13246
29c,cc it1 k mi mk t,13246
29c,an cc cct1 cct2 ci it1 it2 mi n pi rt t,13246
29c,an cc cct1 cct2 chn ci it1 mc mi n rt t,13246
29c,cc cct1 cct2 ci cn it1 k mc mi mk pi rt t,13246
29c,cc cct1 mi,13246
29c,an cc cct1 cct2 ci mc n rt,13246
29c,cc cct1 cct2 ci mi n pi rt,13246
29c,cc cct2 chn ci,13246
29c,cc cct1 ci n rt,13246
29c,cc cct2 mi mk,13246
29c,cc cct2 it1 mi,13246
29c,an ci mc n rt,13246
29c,cc cct1 cct2 ci it1 it2 mc mi n pi rt t,13246
29c,cc cct2 ci mi n rt,13246
29c,cc cct1 cct2 chn ci k mi mk n rt t,13246
29c,cc cct1 cct2 ci n rt,13246
29c,ci mk,13246
29c,cc cct2 chn ci rt,13246
29c,cc cct1 cct2 chn ci cn it1 k mc mi mk rt t,13246
29c,cc cct1 cct2 ci it1 it2 mi pi rt t,13246
29c,cc cct1 cct2 ci mi n,13246
29c,an chn ci n,13246
29c,an cc cct1 cct2 chn ci cn it1 it2 k mc mi mk n pi rt t,13246
29c,cc ci k mk rt,13246
29c,cc cct1 cct2 chn ci it1 mi rt,13246
29c,cc cct1 cct2 chn ci cn mc mi n rt t,13246
29c,an cc cct1 cct2 chn ci k mi mk n rt t,13246
29c,cc cct1 cct2 mi mk,13246
29c,an cc cct1 cct2 chn ci it1 mc mi mk n rt t,13246
29c,chn ci mc,13246
29c,an cc cct2 ci mi n rt,13246
29c,cc cct1 cct2 chn ci it1 mi mk n rt t,13246
29c,an cc cct1 cct2 ci it1 mi mk n rt,13246
29c,cc k mc mk t,13246
29c,an cc cct1 cct2 ci it1 mc mi n rt t,13246
29c,an ci mk n rt,13246
29c,cc cct1 cct2 chn ci k mc mk n rt t,13246
29c,an cc cct1 cct2 chn ci it1 k mi mk n rt t,13246
29c,cc cct1 cct2 k mc mi mk t,13246
29c,ci k mc mk rt,13246
29c,ci n pi,13246
29c,cc cct1 cct2 ci it1 mi rt,13246
29c,cc cct1 cct2 cn mc t,13246
29c,cc cct1 cct2 ci it1 mc mi rt t,13246
29c,cc mc t,13246
29c,mk t,13246
29c,an ci mc,13246
29c,cc ci mc n rt,13246
29c,cc cct1 cct2 ci mc rt t,13246
29c,ci k mk n,13246
29c,ci k mc mk,13246
29c,cc cct2 ci k mc mk rt,13246
29c,cc cct1 cct2 chn ci pi rt,13246
29c,an cc cct2 ci mk n rt,13246
29c,cc cct1 cct2 ci it2 mi pi rt,13246
29c,cc cct1 cct2 ci mc t,13246
29c,an cc cct1 cct2 chn ci k mk n rt t,13246
30a,cc cct1 cct2 mi_idx,815
30a,cc mi,815
30a,ci mk n,815
30a,cc cct1 cct2 ci it1 mi n t,815
30a,cc cct1 cct2 ci k mi mk,815
30a,cc cct1 cct2 it1 it2 mi mi_idx t,815
30a,cc cct1 cct2 it1 it2 mi mi_idx,815
30a,ci it1 mi mk,815
30a,cc cct1 cct2 ci mi,815
30a,cc cct1 cct2 mk,815
30a,cc cct1 cct2 it1 k mi mk t,815
30a,cc cct1 ci,815
30a,cc cct1 cct2 ci it1 mi mk t,815
30a,cc ci mk,815
30a,cc cct2 mi t,815
30a,mi_idx t,815
30a,ci n t,815
30a,cc cct1 cct2 ci mk t,815
30a,cc it2 mi_idx,815
30a,cc cct1 cct2 ci it2 mi_idx,815
30a,cc cct1 cct2 ci it1 k mi mk n t,815
30a,ci it2 mi_idx,815
30a,ci mi mi_idx,815
30a,it1 mi mk t,815
30a,cc cct1 cct2 it2 mi_idx,815
30a,cc cct1 cct2 it1 mi,815
30a,cc ci,815
30a,cc cct1 cct2 t,815
30a,mi mi_idx,815
30a,ci it1 mi mi_idx,815
30a,cc cct1 k mk,815
30a,ci it2 mi mi_idx,815
30a,cc cct1 cct2 ci it1 mi mk,815
30a,ci it1 it2 mi mi_idx,815
30a,cc cct1 cct2 it2 mi mi_idx t,815
30a,cc cct2 mi,815
30a,mi mk,815
30a,ci mi t,815
30a,cc mi mk,815
30a,cc cct1 cct2 ci it1 it2 mi mi_idx mk t,815
30a,cc cct1 cct2 ci mi t,815
30a,ci k mi_idx mk,815
30a,it1 k mi mk,815
30a,mi mi_idx t,815
30a,cc cct1 cct2 mi mi_idx t,815
30a,cc cct2 it2 mi_idx,815
30a,it1 mi mi_idx t,815
30a,ci mi,815
30a,cc cct1 cct2 ci k mi_idx mk t,815
30a,cc it1 mi,815
30a,cc cct2 mi_idx mk,815
30a,cc mi_idx mk,815
30a,cc cct1 cct2 ci mi mk n,815
30a,cc cct1 cct2 ci it1 it2 mi mi_idx,815
30a,cc cct2 k mk t,815
30a,it1 it2 mi mi_idx,815
30a,cc cct1 cct2 ci it1 k mi mi_idx mk n t,815
30a,cc k mi_idx mk,815
30a,cc mi_idx,815
30a,k mk,815
30a,cc cct2 ci mk,815
30a,cc cct1 cct2 ci k mi mi_idx mk,815
30a,ci t,815
30a,cc cct1 cct2 ci k mk t,815
30a,cc cct1 cct2 ci it1 mi t,815
30a,cc cct1 mi_idx,815
30a,cc cct2 it1 mi mk,815
30a,ci mk t,815
30a,it1 it2 mi mi_idx t,815
30a,ci mi_idx n,815
30a,cc cct2 mk,815
30a,k mi mk t,815
30a,cc cct1 cct2 ci it2 mi_idx t,815
30a,cc cct2 ci it2 mi_idx,815
30a,cc cct1 cct2 ci k mk n t,815
30a,cc cct2 it2 mi_idx t,815
30a,cc k mi mk,815
30a,cc cct1 cct2 it2 mi mi_idx mk,815
30a,cc cct1 cct2 ci mi mk,815
30a,cc ci n,815
30a,cc cct1 cct2 ci it1 mi n,815
30a,cc cct1 cct2 ci mk n,815
30a,cc cct1 cct2 ci it1 it2 k mi mi_idx mk n t,815
30a,cc cct2 mi_idx,815
30a,cc cct1 cct2 ci it1 mi mi_idx t,815
30a,mi_idx mk,815
30a,cc cct1 cct2 mk t,815
30a,cc cct1 cct2 it1 it2 mi mi_idx mk,815
30a,cc cct1 cct2 ci it1 k mi mk t,815
30a,cc cct1 cct2 ci it1 it2 mi mi_idx mk,815
30a,cc cct1 cct2 k mi_idx mk,815
30a,cc cct1 cct2 mi t,815
30a,cc mi mi_idx,815
30a,cc cct1 cct2 ci mi_idx,815
30a,cc cct1 cct2 ci n,815
30a,cc cct2 it1 it2 mi mi_idx,815
30a,cc it1 it2 mi mi_idx,815
30a,it1 it2 mi mi_idx mk,815
30a,cc cct1 cct2 k mk,815
30a,cc it1 mi t,815
30a,cc cct2 k mi_idx mk,815
30a,it1 k mi mi_idx mk,815
30a,ci k mk,815
30a,cc cct1 cct2 ci it1 mi,815
30a,cc cct1 cct2 k mi mk t,815
30a,mi_idx mk t,815
30a,cc cct2 ci mi,815
30a,it1 mi mi_idx,815
30a,it1 mi t,815
30a,cc cct1 cct2 ci t,815
30a,cc cct1 cct2 mi mi_idx mk,815
30a,it1 mi,815
30a,ci k mk t,815
30a,it2 mi mi_idx mk,815
30a,cc cct2 t,815
30a,cc cct2 it1 mi t,815
30a,cc k mk,815
30a,cc cct2 k mi mk,815
30a,ci mi n,815
30a,cc cct1 cct2 ci k mk,815
30a,cc cct1 cct2 it1 mi mk,815
30a,ci it1 mi,815
30a,cc cct2 it2 mi mi_idx,815
30a,cc cct2,815
30a,mi mk t,815
30a,cc cct2 k mk,815
30a,cc mk t,815
30a,ci mi_idx mk,815
30a,cc mi_idx t,815
30a,cc cct1 cct2 ci it1 mi mi_idx n,815
30a,ci mi_idx,815
30a,cc cct2 ci k mk,815
30a,mi mi_idx mk,815
30a,cc cct1 cct2 ci it1 it2 mi mi_idx n t,815
30a,cc cct1 cct2 ci k mi mi_idx mk t,815
30a,ci k mi mk,815
30a,cc ci mi,815
30a,cc cct2 mi mi_idx,815
30a,cc it1 k mi mk,815
30a,cc k mk t,815
30a,cc cct1 cct2 ci it2 mi_idx mk t,815
30a,cc cct1 cct2 mi,815
30a,cc cct1 t,815
30a,cc cct1 cct2 k mi_idx mk t,815
30a,cc cct1 cct2 ci mk,815
30a,ci mi mk,815
30a,k mi_idx mk,815
30a,cc cct1 cct2 ci it1 mi mi_idx,815
30a,cc cct1 cct2 ci it1 mi mi_idx n t,815
30a,it2 mi mi_idx,815
30a,cc cct1 cct2 ci k mi mk n,815
30a,cc cct1 cct2 ci it2 mi mi_idx mk t,815
30a,cc cct1 cct2 it2 mi mi_idx,815
30a,cc cct2 ci,815
30a,cc cct1 cct2 ci mi n t,815
30a,it1 k mi mk t,815
30a,cc cct1 cct2 it1 k mi mi_idx mk,815
30a,cc cct1 cct2 mi_idx t,815
30a,cc cct1,815
30a,k mi mi_idx mk,815
30a,cc cct1 mk,815
30a,k mk t,815
30a,it2 mi mi_idx t,815
30a,ci n,815
30a,it1 mi mk,815
30a,cc cct1 cct2 it2 mi_idx mk,815
30a,cc cct1 cct2 ci mi mi_idx,815
30a,cc cct1 cct2 it2 mi_idx mk t,815
30a,cc cct1 cct2 ci it1 mi mi_idx mk,815
30a,cc cct1 cct2 ci it1 it2 mi mi_idx t,815
30a,cc cct1 cct2 ci,815
30a,cc cct1 cct2 ci it1 mi mk n t,815
30a,cc cct1 cct2 ci it2 mi mi_idx t,815
30a,cc cct1 cct2 it1 mi mk t,815
30a,cc cct1 mi,815
30a,ci it1 k mi mk,815
30a,cc cct1 cct2 ci it1 k mi mk,815
30a,cc cct2 mi mk,815
30a,cc cct2 it1 mi,815
30a,cc cct1 cct2 ci it2 mi_idx n t,815
30a,cc cct1 cct2 ci it1 mi mi_idx mk n t,815
30a,cc cct1 cct2 ci it1 mi mk n,815
30a,cc cct1 cct2 mi mi_idx,815
30a,cc cct2 it1 k mi mk,815
30a,cc cct1 cct2 ci n t,815
30a,cc cct1 cct2 it1 mi mi_idx mk,815
30a,cc cct2 ci t,815
30a,cc cct1 cct2 ci it1 it2 mi mi_idx n,815
30a,ci mk,815
30a,cc cct1 cct2 it1 mi t,815
30a,cc cct1 cct2 ci mi_idx t,815
30a,cc cct2 ci mi_idx,815
30a,cc cct1 cct2 ci it1 mi mi_idx mk t,815
30a,cc ci mi_idx,815
30a,cc cct1 cct2 ci mi mk t,815
30a,cc mk,815
30a,cc cct1 cct2 it2 mi_idx t,815
30a,cc cct1 cct2 ci mi n,815
30a,cc ci t,815
30a,cc cct1 cct2 k mi mk,815
30a,cc cct1 cct2 k mk t,815
30a,cc cct1 cct2,815
30a,cc cct1 cct2 ci mi_idx n,815
30a,cc cct1 cct2 it1 k mi mk,815
30a,cc cct1 cct2 ci k mk n,815
30a,cc cct1 cct2 mi mk,815
30a,cc ci it1 mi,815
30a,ci mi_idx t,815
30a,k mi mk,815
30a,cc cct1 cct2 ci mi mi_idx t,815
30a,cc cct2 ci it1 mi,815
30a,it2 mi_idx mk,815
30a,cc cct2 mk t,815
30a,cc cct1 cct2 mi_idx mk,815
30a,cc cct1 cct2 ci it2 mi mi_idx n t,815
30a,cc cct1 cct2 ci it1 k mi mi_idx mk,815
30a,cc cct2 mi_idx t,815
30a,cc cct1 cct2 ci mi mi_idx n,815
30a,cc cct1 cct2 ci k mi mk n t,815
30a,mi t,815
30a,cc it2 mi mi_idx,815
30a,it2 mi_idx,815
30a,cc cct1 cct2 ci it2 mi mi_idx,815
30a,cc t,815
30a,cc cct1 cct2 it1 mi mi_idx,815
30a,ci it1 mi t,815
30a,cc cct1 cct2 it1 mi mi_idx t,815
30a,cc cct2 it2 mi_idx mk,815
30a,cc cct1 cct2 mi_idx mk t,815
30a,cc cct1 cct2 ci k mi_idx mk,815
30a,ci it1 mi n,815
30a,cc cct1 cct2 ci it1 k mi mi_idx mk t,815
30a,it2 mi_idx t,815
30a,k mi_idx mk t,815
30a,cc cct1 cct2 ci it1 k mi mk n,815
30a,cc ci k mk,815
30a,cc mi t,815
30a,mk t,815
30a,cc cct1 cct2 ci it1 it2 mi mi_idx mk n t,815
30a,cc cct1 cct2 ci k mi mk t,815
30a,ci k mk n,815
30a,cc cct2 it1 mi mi_idx,815
30a,cc cct2 ci n,815
30b,ci it1 mi mk t,815
30b,cc it1 it2 mi mi_idx t,815
30b,cc ci mi_idx t,815
30b,cc cct1 cct2 ci it1 it2 k mi mi_idx mk t,815
30b,cc mi,815
30b,cc cct1 k mk t,815
30b,ci mk n,815
30b,cc cct1 cct2 ci it1 mi n t,815
30b,cc cct1 cct2 ci mk n t,815
30b,cc cct2 it2 k mi_idx mk t,815
30b,cc cct1 cct2 it1 it2 mi mi_idx t,815
30b,ci mk n t,815
30b,cc cct1 cct2 it1 k mi mk t,815
30b,cc cct1 ci,815
30b,cc cct1 cct2 ci it1 mi mk t,815
30b,cc ci mk,815
30b,cc cct2 mi t,815
30b,mi_idx t,815
30b,ci n t,815
30b,cc cct2 ci it2 k mi_idx mk t,815
30b,cc cct1 cct2 ci mk t,815
30b,cc it2 mi_idx,815
30b,cc cct1 cct2 ci it1 k mi mk n t,815
30b,cc cct1 ci it1 mi t,815
30b,cc k mi mk t,815
30b,cc cct1 ci it2 mi_idx t,815
30b,ci it2 mi_idx,815
30b,it1 mi mk t,815
30b,ci mi mi_idx,815
30b,cc cct1 cct2 mi mk t,815
30b,cc ci,815
30b,cc cct1 cct2 ci it2 k mi_idx mk t,815
30b,cc ci mi t,815
30b,cc cct1 cct2 t,815
30b,cc ci it1 mi t,815
30b,mi mi_idx,815
30b,cc cct1 it1 it2 mi mi_idx t,815
30b,cc ci it2 k mi_idx mk t,815
30b,cc cct1 cct2 it2 mi mi_idx t,815
30b,cc it1 mi mk t,815
30b,ci it2 mi_idx t,815
30b,cc cct2 mi,815
30b,cc cct2 ci it2 mi_idx n t,815
30b,mi mk,815
30b,ci mi t,815
30b,cc mi mk,815
30b,cc ci it2 mi mi_idx t,815
30b,cc cct2 ci mi t,815
30b,cc cct1 cct2 ci it1 it2 mi mi_idx mk t,815
30b,cc cct1 cct2 ci mi t,815
30b,cc ci it2 mi_idx mk t,815
30b,ci k mi mk t,815
30b,cc cct2 mi_idx mk t,815
30b,mi mi_idx t,815
30b,cc cct2 it1 it2 mi mi_idx mk t,815
30b,cc cct1 cct2 mi mi_idx t,815
30b,cc cct2 ci mk t,815
30b,cc mi mk t,815
30b,cc cct1 mi t,815
30b,it1 mi mi_idx t,815
30b,ci mi,815
30b,cc cct1 cct2 ci k mi_idx mk t,815
30b,cc it1 mi,815
30b,cc cct2 it1 mi mk t,815
30b,cc mi_idx mk,815
30b,cc cct1 it2 k mi_idx mk t,815
30b,cc cct2 k mk t,815
30b,cc cct1 it1 mi t,815
30b,cc cct1 cct2 ci it1 k mi mi_idx mk n t,815
30b,cc cct2 ci it1 mi n t,815
30b,cc mi_idx,815
30b,k mk,815
30b,cc it2 mi mi_idx t,815
30b,cc cct1 it2 mi_idx t,815
30b,ci t,815
30b,cc ci it1 k mi mk t,815
30b,cc cct2 ci k mk t,815
30b,cc cct1 cct2 ci it1 mi t,815
30b,cc cct2 mi mk t,815
30b,cc cct1 mi_idx,815
30b,cc cct1 cct2 ci k mk t,815
30b,ci k mk n t,815
30b,ci mk t,815
30b,cc cct2 it2 mi mi_idx t,815
30b,mi mi_idx mk t,815
30b,cc cct1 it1 k mi mk t,815
30b,cc cct1 ci t,815
30b,cc cct1 cct2 ci it2 mi_idx t,815
30b,cc cct2 mk,815
30b,k mi mk t,815
30b,cc cct2 it2 k mi mi_idx mk t,815
30b,ci mi_idx n,815
30b,it1 it2 mi mi_idx t,815
30b,cc ci it1 it2 mi mi_idx t,815
30b,cc cct2 ci n t,815
30b,cc cct1 cct2 ci k mk n t,815
30b,cc cct2 ci it1 it2 mi mi_idx t,815
30b,cc cct1 cct2 ci k mi mi_idx mk n t,815
30b,cc it2 k mi mi_idx mk t,815
30b,cc cct2 it2 mi_idx t,815
30b,ci it2 k mi_idx mk t,815
30b,cc ci mk t,815
30b,cc cct1 cct2 k mi mi_idx mk t,815
30b,cc cct2 it1 it2 mi mi_idx t,815
30b,cc ci it2 mi_idx n t,815
30b,cc ci n,815
30b,cc cct2 k mi_idx mk t,815
30b,cc cct1 cct2 it2 k mi mi_idx mk t,815
30b,cc ci k mi mk t,815
30b,k mi mi_idx mk t,815
30b,cc cct1 cct2 ci it1 it2 k mi mi_idx mk n t,815
30b,cc cct2 mi_idx,815
30b,cc cct1 cct2 ci it1 mi mi_idx t,815
30b,mi_idx mk,815
30b,cc cct1 cct2 mk t,815
30b,cc cct1 cct2 ci it1 k mi mk t,815
30b,ci it1 mi n t,815
30b,cc it2 k mi_idx mk t,815
30b,cc cct1 cct2 mi t,815
30b,cc mi mi_idx,815
30b,cc it1 mi t,815
30b,ci k mk,815
30b,cc cct1 cct2 k mi mk t,815
30b,mi_idx mk t,815
30b,it1 mi mi_idx,815
30b,it1 mi t,815
30b,cc cct1 cct2 ci t,815
30b,cc cct1 cct2 ci mi_idx n t,815
30b,ci it1 mi mi_idx t,815
30b,it1 mi,815
30b,cc ci k mk t,815
30b,ci k mk t,815
30b,cc cct2 it1 mi mi_idx t,815
30b,cc cct2 it1 mi t,815
30b,cc cct2 t,815
30b,cc cct1 cct2 it1 it2 mi mi_idx mk t,815
30b,cc cct2 ci it1 k mi mk t,815
30b,ci mi n,815
30b,cc cct2 ci it1 mi mi_idx t,815
30b,cc k mk,815
30b,cc cct2 ci it1 mi mk t,815
30b,cc it2 mi_idx t,815
30b,cc cct1 ci k mk t,815
30b,ci it1 mi,815
30b,cc ci it1 mi mi_idx t,815
30b,it2 mi mi_idx mk t,815
30b,cc cct2,815
30b,cc k mi_idx mk t,815
30b,mi mk t,815
30b,it2 k mi_idx mk t,815
30b,cc cct1 ci n t,815
30b,cc it1 it2 mi mi_idx mk t,815
30b,cc mk t,815
30b,ci mi_idx mk,815
30b,cc mi_idx t,815
30b,cc ci it1 mi n t,815
30b,ci mi_idx,815
30b,cc it2 mi_idx mk t,815
30b,cc cct2 ci mi_idx t,815
30b,cc it1 k mi mi_idx mk t,815
30b,cc cct2 k mi mk t,815
30b,mi mi_idx mk,815
30b,cc cct1 cct2 ci it1 it2 mi mi_idx n t,815
30b,cc cct2 ci k mk n t,815
30b,cc ci n t,815
30b,cc ci mi,815
30b,cc cct2 ci it1 mi t,815
30b,ci it2 mi_idx n t,815
30b,it1 it2 mi mi_idx mk t,815
30b,cc k mk t,815
30b,cc cct2 ci mi_idx n t,815
30b,cc cct1 cct2 ci it2 mi_idx mk t,815
30b,cc cct1 t,815
30b,cc cct1 cct2 k mi_idx mk t,815
30b,k mi_idx mk,815
30b,ci mi mk,815
30b,cc ci k mi_idx mk t,815
30b,cc cct1 cct2 ci it1 mi mi_idx n t,815
30b,it2 mi mi_idx,815
30b,cc cct1 cct2 it1 k mi mi_idx mk t,815
30b,ci mi_idx n t,815
30b,cc cct2 ci it2 mi mi_idx t,815
30b,ci it1 it2 mi mi_idx t,815
30b,cc cct2 ci,815
30b,ci mi n t,815
30b,cc cct2 it1 k mi mi_idx mk t,815
30b,cc cct1 cct2 ci mi n t,815
30b,it1 k mi mk t,815
30b,cc cct1 cct2 mi_idx t,815
30b,cc cct2 ci it2 mi_idx mk t,815
30b,cc cct1,815
30b,k mk t,815
30b,it2 mi mi_idx t,815
